vRhyme_bin_10__BAr1A1B1C_000000114367	BAr1A1B1C_vRhyme_bin_10
vRhyme_bin_10__BAr1A1B1C_000000374464	BAr1A1B1C_vRhyme_bin_10
vRhyme_bin_11__BAr1A1B1C_000000245585	BAr1A1B1C_vRhyme_bin_11
vRhyme_bin_11__BAr1A1B1C_000000435740	BAr1A1B1C_vRhyme_bin_11
vRhyme_bin_13__BAr1A1B1C_000000258406	BAr1A1B1C_vRhyme_bin_13
vRhyme_bin_13__BAr1A1B1C_000000369164	BAr1A1B1C_vRhyme_bin_13
vRhyme_bin_13__BAr1A1B1C_000000439479	BAr1A1B1C_vRhyme_bin_13
vRhyme_bin_14__BAr1A1B1C_000000019024	BAr1A1B1C_vRhyme_bin_14
vRhyme_bin_14__BAr1A1B1C_000000077132	BAr1A1B1C_vRhyme_bin_14
vRhyme_bin_14__BAr1A1B1C_000000143383	BAr1A1B1C_vRhyme_bin_14
vRhyme_bin_14__BAr1A1B1C_000000170023	BAr1A1B1C_vRhyme_bin_14
vRhyme_bin_14__BAr1A1B1C_000000345060	BAr1A1B1C_vRhyme_bin_14
vRhyme_bin_14__BAr1A1B1C_000000373747	BAr1A1B1C_vRhyme_bin_14
vRhyme_bin_14__BAr1A1B1C_000000420625	BAr1A1B1C_vRhyme_bin_14
vRhyme_bin_15__BAr1A1B1C_000000385320	BAr1A1B1C_vRhyme_bin_15
vRhyme_bin_15__BAr1A1B1C_000000388356	BAr1A1B1C_vRhyme_bin_15
vRhyme_bin_15__BAr1A1B1C_000000441278	BAr1A1B1C_vRhyme_bin_15
vRhyme_bin_16__BAr1A1B1C_000000101147	BAr1A1B1C_vRhyme_bin_16
vRhyme_bin_16__BAr1A1B1C_000000170007	BAr1A1B1C_vRhyme_bin_16
vRhyme_bin_16__BAr1A1B1C_000000183122	BAr1A1B1C_vRhyme_bin_16
vRhyme_bin_16__BAr1A1B1C_000000239876	BAr1A1B1C_vRhyme_bin_16
vRhyme_bin_16__BAr1A1B1C_000000265576	BAr1A1B1C_vRhyme_bin_16
vRhyme_bin_18__BAr1A1B1C_000000075216	BAr1A1B1C_vRhyme_bin_18
vRhyme_bin_18__BAr1A1B1C_000000267213	BAr1A1B1C_vRhyme_bin_18
vRhyme_bin_19__BAr1A1B1C_000000020207	BAr1A1B1C_vRhyme_bin_19
vRhyme_bin_19__BAr1A1B1C_000000204123	BAr1A1B1C_vRhyme_bin_19
vRhyme_bin_2__BAr1A1B1C_000000108289	BAr1A1B1C_vRhyme_bin_2
vRhyme_bin_2__BAr1A1B1C_000000130385	BAr1A1B1C_vRhyme_bin_2
vRhyme_bin_2__BAr1A1B1C_000000155242	BAr1A1B1C_vRhyme_bin_2
vRhyme_bin_2__BAr1A1B1C_000000241816	BAr1A1B1C_vRhyme_bin_2
vRhyme_bin_2__BAr1A1B1C_000000248796	BAr1A1B1C_vRhyme_bin_2
vRhyme_bin_2__BAr1A1B1C_000000279039	BAr1A1B1C_vRhyme_bin_2
vRhyme_bin_2__BAr1A1B1C_000000317350	BAr1A1B1C_vRhyme_bin_2
vRhyme_bin_20__BAr1A1B1C_000000051682	BAr1A1B1C_vRhyme_bin_20
vRhyme_bin_20__BAr1A1B1C_000000150734	BAr1A1B1C_vRhyme_bin_20
vRhyme_bin_20__BAr1A1B1C_000000231173	BAr1A1B1C_vRhyme_bin_20
vRhyme_bin_20__BAr1A1B1C_000000396446	BAr1A1B1C_vRhyme_bin_20
vRhyme_bin_21__BAr1A1B1C_000000008113	BAr1A1B1C_vRhyme_bin_21
vRhyme_bin_21__BAr1A1B1C_000000230514	BAr1A1B1C_vRhyme_bin_21
vRhyme_bin_21__BAr1A1B1C_000000331839	BAr1A1B1C_vRhyme_bin_21
vRhyme_bin_22__BAr1A1B1C_000000101904	BAr1A1B1C_vRhyme_bin_22
vRhyme_bin_22__BAr1A1B1C_000000197405	BAr1A1B1C_vRhyme_bin_22
vRhyme_bin_22__BAr1A1B1C_000000237765	BAr1A1B1C_vRhyme_bin_22
vRhyme_bin_22__BAr1A1B1C_000000327620	BAr1A1B1C_vRhyme_bin_22
vRhyme_bin_23__BAr1A1B1C_000000025829	BAr1A1B1C_vRhyme_bin_23
vRhyme_bin_23__BAr1A1B1C_000000070899	BAr1A1B1C_vRhyme_bin_23
vRhyme_bin_23__BAr1A1B1C_000000102659	BAr1A1B1C_vRhyme_bin_23
vRhyme_bin_23__BAr1A1B1C_000000168395	BAr1A1B1C_vRhyme_bin_23
vRhyme_bin_23__BAr1A1B1C_000000197209	BAr1A1B1C_vRhyme_bin_23
vRhyme_bin_23__BAr1A1B1C_000000238114	BAr1A1B1C_vRhyme_bin_23
vRhyme_bin_23__BAr1A1B1C_000000250793	BAr1A1B1C_vRhyme_bin_23
vRhyme_bin_23__BAr1A1B1C_000000279661	BAr1A1B1C_vRhyme_bin_23
vRhyme_bin_23__BAr1A1B1C_000000355207	BAr1A1B1C_vRhyme_bin_23
vRhyme_bin_23__BAr1A1B1C_000000363764	BAr1A1B1C_vRhyme_bin_23
vRhyme_bin_23__BAr1A1B1C_000000368278	BAr1A1B1C_vRhyme_bin_23
vRhyme_bin_23__BAr1A1B1C_000000387716	BAr1A1B1C_vRhyme_bin_23
vRhyme_bin_24__BAr1A1B1C_000000105221	BAr1A1B1C_vRhyme_bin_24
vRhyme_bin_24__BAr1A1B1C_000000187410	BAr1A1B1C_vRhyme_bin_24
vRhyme_bin_27__BAr1A1B1C_000000024561	BAr1A1B1C_vRhyme_bin_27
vRhyme_bin_27__BAr1A1B1C_000000175145	BAr1A1B1C_vRhyme_bin_27
vRhyme_bin_28__BAr1A1B1C_000000155529	BAr1A1B1C_vRhyme_bin_28
vRhyme_bin_28__BAr1A1B1C_000000377381	BAr1A1B1C_vRhyme_bin_28
vRhyme_bin_28__BAr1A1B1C_000000418035	BAr1A1B1C_vRhyme_bin_28
vRhyme_bin_3__BAr1A1B1C_000000145806	BAr1A1B1C_vRhyme_bin_3
vRhyme_bin_3__BAr1A1B1C_000000157192	BAr1A1B1C_vRhyme_bin_3
vRhyme_bin_3__BAr1A1B1C_000000231297	BAr1A1B1C_vRhyme_bin_3
vRhyme_bin_3__BAr1A1B1C_000000302815	BAr1A1B1C_vRhyme_bin_3
vRhyme_bin_5__BAr1A1B1C_000000124272	BAr1A1B1C_vRhyme_bin_5
vRhyme_bin_5__BAr1A1B1C_000000202989	BAr1A1B1C_vRhyme_bin_5
vRhyme_bin_5__BAr1A1B1C_000000309832	BAr1A1B1C_vRhyme_bin_5
vRhyme_bin_5__BAr1A1B1C_000000386556	BAr1A1B1C_vRhyme_bin_5
vRhyme_bin_7__BAr1A1B1C_000000040003	BAr1A1B1C_vRhyme_bin_7
vRhyme_bin_7__BAr1A1B1C_000000072190	BAr1A1B1C_vRhyme_bin_7
vRhyme_bin_7__BAr1A1B1C_000000112348	BAr1A1B1C_vRhyme_bin_7
vRhyme_bin_7__BAr1A1B1C_000000114994	BAr1A1B1C_vRhyme_bin_7
vRhyme_bin_7__BAr1A1B1C_000000193346	BAr1A1B1C_vRhyme_bin_7
vRhyme_bin_7__BAr1A1B1C_000000277550	BAr1A1B1C_vRhyme_bin_7
vRhyme_unbinned_1__BAr1A1B1C_000000003856	BAr1A1B1C_vRhyme_unbinned_1
vRhyme_unbinned_10__BAr1A1B1C_000000054710	BAr1A1B1C_vRhyme_unbinned_10
vRhyme_unbinned_13__BAr1A1B1C_000000067512	BAr1A1B1C_vRhyme_unbinned_13
vRhyme_unbinned_14__BAr1A1B1C_000000068345	BAr1A1B1C_vRhyme_unbinned_14
vRhyme_unbinned_18__BAr1A1B1C_000000087584	BAr1A1B1C_vRhyme_unbinned_18
vRhyme_unbinned_19__BAr1A1B1C_000000094656	BAr1A1B1C_vRhyme_unbinned_19
